"LNR";"Family";"Genus";"Species";"AuthorYear";"Collection";"KatalogNrPers";"Specimens";"Specimenbased";"MaleCount";"FemaleCount";"JuvenileCount";"Leg";"Det";"Date";"Month";"Year";"Region";"Locality";"LatPrec";"LongPrec";"RadiusNew";"NotesF";"NotesonLoc";"NotesonSpecimen";"NotesonTube";"UTM10"
;"Linyphiidae";"Diplocephalus";"permixtus";"(O. P.-Cambridge, 1871)";"ZMUC";"JL05959";4;0;1;3;0;"Jan Pedersen";"Jørgen Lissner";10;9;2005;"NEJ";"ZMUC Tofte Mose (sigtet af fugtigt løv på skygget bund i ellesump)";56.86447;10.24312;25;;;;;"NJ70"
;"Linyphiidae";"Gongylidiellum";"vivum";"(O. P.-Cambridge, 1875)";"ZMUC";"JL05960";2;0;0;2;0;"Jan Pedersen";"Jørgen Lissner";10;9;2005;"NEJ";"ZMUC Tofte Mose (sigtet af fugtigt løv på skygget bund i ellesump)";56.86447;10.24312;25;;;;;"NJ70"
;"Linyphiidae";"Microneta";"viaria";"(Blackwall, 1841) ";"ZMUC";"JL05961";1;0;0;1;0;"Jan Pedersen";"Jørgen Lissner";10;9;2005;"NEJ";"ZMUC Tofte Mose (sigtet af fugtigt løv på skygget bund i ellesump)";56.86447;10.24312;25;;;;;"NJ70"
;"Linyphiidae";"Dicymbium";"tibiale";"(Blackwall, 1836)";"ZMUC";"JL05962";1;0;0;1;0;"Jan Pedersen";"Jørgen Lissner";10;9;2005;"NEJ";"ZMUC Tofte Mose (sigtet af fugtigt løv på skygget bund i ellesump)";56.86447;10.24312;25;;;;;"NJ70"
;"Linyphiidae";"Diplocephalus";"latifrons";"(O. P.-Cambridge, 1863)";"ZMUC";"JL05963";3;0;0;3;0;"Jan Pedersen";"Jørgen Lissner";10;9;2005;"NEJ";"ZMUC Tofte Mose (sigtet af fugtigt løv på skygget bund i ellesump)";56.86447;10.24312;25;;;;;"NJ70"
;"Linyphiidae";"Troxochrus";"scabriculus";"(Westring, 1851) ";"ZMUC";"JL05964";1;0;1;0;0;"Jan Pedersen";"Jørgen Lissner";4;7;2003;"NEJ";"ZMUC Kragelund i Tofte Skov (sigtet af skimlet hø)";56.851;10.25835;25;;;;;"NJ70"
;"Linyphiidae";"Dicymbium";"nigrum";"(Blackwall, 1834) ";"ZMUC";"JL05965";6;0;0;6;0;"Jan Pedersen";"Jørgen Lissner";4;7;2003;"NEJ";"ZMUC Kragelund i Tofte Skov (sigtet af skimlet hø)";56.851;10.25835;25;;;;;"NJ70"
;"Salticidae";"Salticus";"cingulatus";"(Panzer, 1797)";"ZMUC";"JL05966";1;0;0;1;0;"Jan Pedersen";"Jørgen Lissner";11;9;2005;"NEJ";"ZMUC Bækhuset i Tofte Skov (i vinduesfælde på hede)";56.82127;10.26894;25;;;;;"NJ70"
;"Gnaphosidae";"Drassodes";"cupreus";"(Blackwall, 1834)";"ZMUC";"JL05967";2;0;1;1;0;"Jan Pedersen";"Jørgen Lissner";19;5;2007;"NEJ";"ZMUC Tofte Sø (sigtet af nedfalden skarvreder)";56.86776;10.18094;25;;;;;"NJ70"
;"Linyphiidae";"Gnathonarium";"dentatum";"(Wider, 1834) ";"ZMUC";"JL05968";2;0;1;1;0;"Jan Pedersen";"Jørgen Lissner";29;4;2008;"NEJ";"ZMUC Tofte Sø (sigtet af fugtigt opskyl)";56.86776;10.18094;25;;;;;"NJ70"
;"Linyphiidae";"Erigone";"atra";"Blackwall, 1833";"ZMUC";"JL05969";1;0;1;0;0;"Jan Pedersen";"Jørgen Lissner";29;4;2008;"NEJ";"ZMUC Tofte Sø (sigtet af fugtigt opskyl)";56.86776;10.18094;25;;;;;"NJ70"
;"Linyphiidae";"Tapinocyba";"praecox";"(O. P.-Cambridge, 1873) ";"ZMUC";"JL05970";1;0;1;0;0;"Henning Liljehult";"Jørgen Lissner";27;3;2005;"NEJ";"ZMUC Østerskoven i Tofte Skov (sigtet af nedfalden kongeørnrede)";56.83933;10.2388;25;;;;;"NJ70"
;"Linyphiidae";"Maso";"sundevalli";"(Westring, 1851) ";"ZMUC";"JL05971";1;0;0;1;0;"Henning Liljehult";"Jørgen Lissner";27;3;2005;"NEJ";"ZMUC Østerskoven i Tofte Skov (sigtet af nedfalden kongeørnrede)";56.83933;10.2388;25;;;;;"NJ70"
;"Clubionidae";"Clubiona";"subsultans";"Thorell, 1875";"ZMUC";"JL05972";2;0;0;2;0;"Henning Liljehult";"Jørgen Lissner";27;3;2005;"NEJ";"ZMUC Østerskoven i Tofte Skov (sigtet af nedfalden kongeørnrede)";56.83933;10.2388;25;;;;;"NJ70"
;"Segestriidae";"Segestria";"senoculata";"(Linnaeus, 1758)";"ZMUC";"JL05973";1;0;0;1;0;"Henning Liljehult";"Jørgen Lissner";27;3;2005;"NEJ";"ZMUC Østerskoven i Tofte Skov (sigtet af nedfalden kongeørnrede)";56.83933;10.2388;25;;;;;"NJ70"
;"Araneidae";"Hypsosinga";"pygmaea";"(Sundevall, 1831)";"ZMUC";"JL05974";1;0;1;0;0;"Jan Pedersen";"Jørgen Lissner";19;5;2007;"NEJ";"ZMUC Sellegårdskoven i Tofte Skov (ketchet af vegetation i lysåben mose)";56.82479;10.24748;25;;;;;"NJ79"
